unique_id,date,model,company,type,rating,price,battery_health
135246873200624,2022-08-26,Galaxy 4,Samsung,android,1.0,745.0,82.06
135246873202928,2022-05-07,Pixel 5,Google,android,1.0,1160.0,69.57
135246873200240,2022-04-20,Galaxy 5,Samsung,android,2.0,1225.0,66.32
135246873202496,2022-03-23,Galaxy 6,Samsung,android,1.0,1008.0,69.74
135246873201152,2022-03-11,Pixel 4,Google,android,1.0,1289.0,86.52
135246873199376,2022-10-08,Pixel 5,Google,android,2.0,982.0,68.13
135246873207728,2022-06-02,Galaxy 4,Samsung,android,1.0,947.95896211052,74.80247638692869
135246873200912,2022-04-26,iphone 5,IPhone,apple,1.0,947.95896211052,74.80247638692869
135246873200864,2022-12-20,Galaxy 5,Samsung,android,2.0,1001.0,69.82
135246873202448,2022-07-30,Galaxy 5,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873200720,2022-07-16,Galaxy 4,Samsung,android,2.0,1276.0,81.13
135246873202352,2022-09-22,Galaxy 4,Samsung,android,2.0,1348.0,73.5
135246873207776,2022-04-19,Galaxy 4,Samsung,android,2.0,1221.0,86.94
135246873207824,2022-01-13,Galaxy 4,Samsung,android,1.0,478.0,84.03
135246873206240,2022-03-15,Galaxy 5,Samsung,android,3.0,965.0,63.21
135246873205184,2022-06-20,Galaxy 4,Samsung,android,1.0,1495.0,61.83
135246873199856,2022-11-16,Galaxy 6,Samsung,android,2.0,1006.0,59.02
135246873203600,2022-06-12,Galaxy 5,Samsung,android,4.0,986.0,66.09
135246873207104,2022-09-10,Galaxy 5,Samsung,android,1.0,512.0,85.0
135246873202832,2022-07-14,Galaxy 4,Samsung,android,2.0,947.95896211052,74.80247638692869
135246873202256,2022-07-22,Galaxy 4,Samsung,android,2.0,933.0,85.23
135246873201632,2022-03-28,Galaxy 5,Samsung,android,3.0,1103.0,68.55
135246873205136,2022-08-23,Galaxy 4,Samsung,android,2.0,630.0,87.53
135246873203504,2022-05-18,Galaxy 6,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873205376,2022-05-31,Pixel 6,Google,android,3.0,663.0,80.46
135246873202304,,Pixel 4,Google,android,2.0,473.0,76.74
135246873207152,2022-10-17,Galaxy 5,Samsung,android,3.0,1341.0,74.14
135246873201440,2022-02-23,Pixel 5,Google,android,3.0,1403.0,65.18
135246873203312,2022-02-22,Pixel 4,Google,android,1.0,800.0,83.8
135246873203696,2022-08-21,Galaxy 5,Samsung,android,1.0,860.0,89.97
135246873207344,2022-02-16,Pixel 6,Google,android,4.0,857.0,66.27
135246873206816,2022-07-23,Galaxy 6,Samsung,android,2.0,1140.0,84.26
135246873206048,2022-08-05,Galaxy 4,Samsung,android,4.0,630.0,78.07
135246873206912,2022-09-05,Galaxy 5,Samsung,android,1.9647733194372068,1386.0,76.91
135246873200432,2022-02-03,Galaxy 4,Samsung,android,2.0,1062.0,87.83
135246873206960,2022-11-13,Galaxy 5,Samsung,android,3.0,852.0,73.92
135246873207680,2022-06-03,Galaxy 4,Samsung,android,2.0,1211.0,83.29
135246873206576,2022-06-18,Galaxy 4,Samsung,android,3.0,1324.0,65.77
135246873199904,2022-08-25,Pixel 5,Google,android,1.9647733194372068,798.0,84.4
135246873206096,2022-09-18,Galaxy 4,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873199280,2022-09-09,Galaxy 4,Samsung,android,1.0,703.0,79.37
135246873203360,2022-07-28,Galaxy 4,Samsung,android,4.0,416.0,82.9
135246873199088,2022-04-27,Galaxy 4,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873200816,2022-09-08,Galaxy 5,Samsung,android,1.0,1404.0,57.16
135246873205328,,Galaxy 4,Samsung,android,4.0,668.0,76.41
135246873198704,2022-06-16,Galaxy 4,Samsung,android,1.0,895.0,76.77
135246873201536,2022-06-08,Pixel 4,Google,android,4.0,1421.0,59.99
135246873206624,2022-09-10,Galaxy 4,Samsung,android,2.0,913.0,67.55
135246873203408,2022-09-14,Galaxy 5,Samsung,android,1.0,1147.0,63.45
135246873199136,,Galaxy 4,Samsung,android,2.0,747.0,83.71
135246873207008,2022-12-21,Pixel 5,Google,android,1.0,947.95896211052,74.80247638692869
135246873203744,2022-04-11,Galaxy 4,Samsung,android,3.0,1269.0,83.96
135246873207056,2022-03-22,Galaxy 5,Samsung,android,2.0,1125.0,54.4
135246873201104,2022-05-01,Pixel 5,Google,android,3.0,1126.0,35.37
135246873201056,2022-07-10,Pixel 4,Google,android,1.0,849.0,57.66
135246873201200,2022-08-08,Galaxy 5,Samsung,android,2.0,569.0,48.72
135246873199568,,Pixel 4,Google,android,2.0,1314.0,85.02
135246873199952,2022-05-08,Pixel 5,Google,android,2.0,562.0,79.31
135246873200000,2022-08-01,Galaxy 4,Samsung,android,4.0,1005.0,84.6
135246873200048,2022-12-06,Galaxy 6,Samsung,android,1.0,732.0,74.32
135246873199760,2022-06-08,Galaxy 5,Samsung,android,1.0,1003.0,72.24
135246873199808,2022-03-19,Galaxy 5,Samsung,android,1.0,703.0,87.34
135246873201920,2022-05-12,Galaxy 4,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873202064,2022-03-15,Galaxy 4,Samsung,android,1.0,715.0,78.34
135246873202112,2022-06-11,Pixel 5,Google,android,2.0,514.0,64.24
135246873202640,2022-08-07,Galaxy 5,Samsung,android,2.0,1129.0,66.67
135246873203168,2022-05-29,Galaxy 4,Samsung,android,2.0,720.0,87.57
135246873203216,2022-06-20,Galaxy 4,Samsung,android,1.0,737.0,88.24
135246873203264,2022-08-09,Galaxy 5,Samsung,android,2.0,922.0,81.32
135246873203792,2022-03-22,Galaxy 4,Samsung,android,1.0,1002.0,88.88
135246873203840,2022-08-25,Galaxy 4,Samsung,android,2.0,518.0,60.52
135246873203888,2022-07-04,Galaxy 4,Samsung,android,2.0,873.0,75.91
135246873203936,2022-01-23,Pixel 5,Google,android,4.0,1373.0,79.94
135246873203984,2022-09-25,iphone 5,IPhone,apple,2.0,947.95896211052,74.80247638692869
135246873204032,2022-11-24,Galaxy 5,Samsung,android,2.0,885.0,63.59
135246873204080,2022-05-07,Pixel 4,Google,android,2.0,912.0,83.47
135246873204128,2022-07-05,Galaxy 4,Samsung,android,1.0,1055.0,56.33
135246873204176,2022-06-23,Galaxy 4,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873204224,2022-08-31,Galaxy 5,Samsung,android,3.0,1005.0,88.64
135246873204272,2022-07-17,Galaxy 5,Samsung,android,3.0,654.0,71.24
135246873204320,2022-07-04,Galaxy 4,Samsung,android,2.0,990.0,78.04
135246873204368,2022-09-17,Galaxy 5,Samsung,android,2.0,1172.0,89.37
135246873204416,2022-07-18,Galaxy 5,Samsung,android,3.0,781.0,88.74
135246873204464,2022-09-03,Pixel 4,Google,android,4.0,947.95896211052,74.80247638692869
135246873204512,2022-07-15,Galaxy 4,Samsung,android,1.0,652.0,83.86
135246873204560,2022-06-07,Pixel 4,Google,android,3.0,1411.0,56.03
135246873204608,2022-09-06,Pixel 5,Google,android,2.0,958.0,83.24
135246873204656,2022-04-11,Galaxy 4,Samsung,android,1.0,999.0,85.73
135246873204704,2022-05-11,Pixel 4,Google,android,2.0,1121.0,84.13
135246873204752,,Pixel 5,Google,android,3.0,863.0,67.84
135246873204800,2022-07-05,Galaxy 5,Samsung,android,2.0,982.0,56.66
135246873204848,2022-10-15,Galaxy 4,Samsung,android,2.0,429.0,87.94
135246873204896,2022-06-23,Galaxy 4,Samsung,android,1.0,1115.0,54.8
135246873204944,2022-09-22,Galaxy 5,Samsung,android,2.0,1152.0,68.09
135246873205280,2022-01-11,Galaxy 4,Samsung,android,2.0,1376.0,89.48
135246873205472,2022-07-16,Galaxy 5,Samsung,android,2.0,755.0,82.77
135246873205520,2022-11-09,Galaxy 5,Samsung,android,2.0,665.0,60.2
135246873205568,2022-04-20,Pixel 5,Google,android,3.0,1339.0,77.15
135246873205616,2022-07-17,Galaxy 4,Samsung,android,2.0,952.0,74.52
135246873205664,,Pixel 4,Google,android,4.0,1090.0,79.03
135246873205712,2022-07-18,Pixel 5,Google,android,3.0,1048.0,65.33
135246873205760,2022-08-30,Galaxy 5,Samsung,android,1.0,1265.0,88.61
135246873202976,2022-07-01,Galaxy 4,Samsung,android,3.0,1177.0,73.61
135246873201392,2022-07-04,Galaxy 5,Samsung,android,1.0,727.0,59.03
135246873201680,2022-03-22,Galaxy 5,Samsung,android,1.9647733194372068,455.0,87.08
135246873201728,2022-03-17,Galaxy 4,Samsung,android,1.0,746.0,89.45
135246873201824,2022-09-22,Galaxy 4,Samsung,android,1.0,947.95896211052,74.80247638692869
135246873206720,2022-11-17,Galaxy 4,Samsung,android,4.0,1373.0,88.85
135246873206672,2022-11-09,Galaxy 5,Samsung,android,2.0,842.0,83.28
135246873206528,2022-08-20,Pixel 5,Google,android,2.0,937.0,88.43
135246873206384,2022-08-03,Galaxy 4,Samsung,android,1.0,865.0,81.98
135246873206336,2022-09-03,Pixel 5,Google,android,2.0,1034.0,89.6
135246873203120,2022-10-20,Galaxy 4,Samsung,android,1.0,494.0,75.4
135246873203072,2022-08-10,Galaxy 5,Samsung,android,2.0,815.0,83.24
135246873203024,2022-04-01,Galaxy 5,Samsung,android,2.0,921.0,48.96
135246873199184,2022-05-01,Galaxy 4,Samsung,android,1.0,906.0,68.81
135246873199712,2022-08-04,Galaxy 4,Samsung,android,2.0,645.0,54.07
135246873199664,2022-03-22,Pixel 6,Google,android,1.9647733194372068,947.95896211052,74.80247638692869
135246873199616,2022-12-18,Galaxy 5,Samsung,android,1.9647733194372068,809.0,78.41
135246873207248,2022-06-10,Galaxy 5,Samsung,android,2.0,877.0,56.61
135246873207200,2022-01-28,Galaxy 5,Samsung,android,4.0,1248.0,78.32
135246873207392,2022-05-10,Pixel 4,Google,android,2.0,552.0,52.68
135246873200960,2022-09-23,Galaxy 6,Samsung,android,2.0,1069.0,77.59
135246873201008,2022-07-30,Galaxy 5,Samsung,android,2.0,918.0,71.78
135246873199232,2022-04-16,Galaxy 4,Samsung,android,2.0,646.0,71.14
135246873202784,2022-03-24,Galaxy 5,Samsung,android,3.0,788.0,76.38
135246873207872,2022-06-04,Galaxy 4,Samsung,android,1.0,1053.0,76.35
135246873207920,2022-05-15,Galaxy 4,Samsung,android,1.0,979.0,71.15
135246873207968,2022-09-29,Galaxy 4,Samsung,android,1.0,1017.0,76.5
135246873208016,2022-08-02,Galaxy 4,Samsung,android,1.0,1100.0,84.32
135246873208064,2022-05-29,Galaxy 5,Samsung,android,3.0,925.0,89.75
135246873208112,2022-09-27,Pixel 4,Google,android,1.9647733194372068,1408.0,78.36
135246873208160,2022-05-15,Galaxy 6,Samsung,android,3.0,988.0,80.37
135246873208208,2022-07-25,Pixel 4,Google,android,3.0,749.0,78.48
135246873208256,2022-10-01,Galaxy 4,Samsung,android,3.0,778.0,64.66
135246873208304,2022-06-12,Galaxy 6,Samsung,android,2.0,718.0,83.03
135246873208352,,Galaxy 5,Samsung,android,3.0,849.0,62.41
135246873208400,2022-12-03,Galaxy 5,Samsung,android,1.0,1084.0,80.48
135246873208448,2022-05-14,Pixel 5,Google,android,2.0,1271.0,86.22
135246873208496,2022-08-12,Galaxy 4,Samsung,android,1.0,865.0,84.07
135246873208544,,Galaxy 6,Samsung,android,2.0,935.0,67.19
135246873208592,2022-01-30,Galaxy 4,Samsung,android,2.0,1315.0,62.37
135246873208640,2022-02-09,Galaxy 5,Samsung,android,2.0,1045.0,70.98
135246873208688,2022-05-30,Pixel 4,Google,android,2.0,857.0,79.45
135246873208736,2022-11-21,Pixel 4,Google,android,4.0,946.0,89.98
135246873208784,2022-12-05,Galaxy 4,Samsung,android,3.0,1255.0,66.97
135246873208832,2022-05-25,Galaxy 5,Samsung,android,2.0,1089.0,89.44
135246873208880,2022-11-22,Galaxy 6,Samsung,android,2.0,817.0,67.02
135246873208928,2022-09-03,Pixel 4,Google,android,3.0,1149.0,47.95
135246873208976,2022-10-20,Galaxy 4,Samsung,android,2.0,1113.0,82.73
135246873209024,2022-03-24,Pixel 4,Google,android,3.0,762.0,70.81
135246873209072,2022-06-02,Galaxy 4,Samsung,android,1.9647733194372068,496.0,68.86
135246873209120,2022-08-30,Pixel 6,Google,android,1.0,1426.0,85.16
135246873209168,2022-10-27,Galaxy 5,Samsung,android,2.0,1021.0,82.61
135246873209216,2022-03-28,Pixel 5,Google,android,4.0,695.0,85.03
135246873209264,2022-04-08,Galaxy 4,Samsung,android,3.0,936.0,83.26
135246873209312,2022-04-20,Galaxy 5,Samsung,android,2.0,609.0,85.66
135246873209360,2022-10-12,Pixel 6,Google,android,3.0,1205.0,86.54
135246873209408,2022-05-20,Galaxy 5,Samsung,android,1.0,947.95896211052,74.80247638692869
135246873209456,2022-08-06,Galaxy 4,Samsung,android,3.0,1113.0,76.12
135246873209504,2022-06-14,Galaxy 4,Samsung,android,1.0,947.95896211052,74.80247638692869
135246873209552,2022-09-06,Galaxy 5,Samsung,android,3.0,735.0,88.6
135246873209600,2022-04-23,Pixel 4,Google,android,2.0,963.0,63.31
135246873209648,2022-01-24,Galaxy 5,Samsung,android,2.0,1114.0,80.04
135246873209696,2022-05-28,Galaxy 4,Samsung,android,1.0,863.0,41.25
135246873209744,2022-04-06,Galaxy 4,Samsung,android,2.0,867.0,54.2
135246873209792,2022-09-06,Galaxy 4,Samsung,android,2.0,950.0,66.91
135246873209840,,Galaxy 4,Samsung,android,1.0,483.0,53.49
135246873209888,2022-09-09,Pixel 5,Google,android,1.0,1325.0,77.67
135246873209936,2022-03-23,Galaxy 5,Samsung,android,2.0,1205.0,55.33
135246873209984,2022-12-20,Galaxy 4,Samsung,android,1.0,1179.0,83.88
135246873210032,2022-10-23,Galaxy 6,Samsung,android,1.0,1267.0,77.95
135246873210080,2022-10-21,Galaxy 4,Samsung,android,2.0,735.0,89.6
135246873210128,2022-09-01,Galaxy 5,Samsung,android,2.0,1480.0,85.37
135246873210176,2022-05-03,Galaxy 5,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873210224,2022-11-26,Galaxy 5,Samsung,android,1.0,1347.0,64.26
135246873210272,2022-05-03,Pixel 5,Google,android,2.0,414.0,87.03
135246873210320,2022-09-01,Galaxy 5,Samsung,android,1.0,912.0,77.6
135246873210368,2022-09-28,Galaxy 5,Samsung,android,1.0,759.0,54.78
135246873210416,2022-02-02,Galaxy 5,Samsung,android,1.0,744.0,59.42
135246873210464,2022-07-07,Galaxy 5,Samsung,android,2.0,822.0,67.33
135246873210512,2022-02-17,Galaxy 5,Samsung,android,2.0,794.0,67.41
135246873210560,2022-12-19,Galaxy 5,Samsung,android,1.0,1388.0,85.59
135246873210608,2022-06-07,Pixel 5,Google,android,2.0,1044.0,87.95
135246873210656,2022-11-01,Galaxy 5,Samsung,android,2.0,1286.0,88.47
135246873210704,2022-07-20,Pixel 5,Google,android,1.0,576.0,72.04
135246873210752,2022-04-20,Pixel 4,Google,android,2.0,940.0,81.39
135246873210800,2022-08-27,Galaxy 4,Samsung,android,2.0,785.0,78.12
135246873210848,2022-05-13,Galaxy 5,Samsung,android,3.0,847.0,79.54
135246873210896,2022-07-10,Galaxy 4,Samsung,android,1.9647733194372068,1452.0,86.19
135246873210944,2022-09-03,Galaxy 4,Samsung,android,3.0,792.0,56.65
135246873210992,,Pixel 4,Google,android,1.0,691.0,71.7
135246873211040,2022-07-05,Galaxy 4,Samsung,android,2.0,1176.0,81.19
135246873211088,2022-04-13,Pixel 4,Google,android,3.0,1010.0,89.53
135246873211136,2022-04-21,Pixel 4,Google,android,1.0,766.0,72.67
135246873211184,2022-12-27,Galaxy 4,Samsung,android,2.0,1470.0,85.18
135246873211232,2022-05-24,Galaxy 5,Samsung,android,3.0,1070.0,66.6
135246873211280,2022-07-11,Pixel 4,Google,android,4.0,1192.0,63.24
135246873211328,2022-05-19,Galaxy 5,Samsung,android,1.0,1379.0,88.97
135246873211376,2022-04-06,Galaxy 5,Samsung,android,2.0,1187.0,67.6
135246873211424,2022-05-24,Galaxy 4,Samsung,android,1.0,945.0,58.0
135246873211472,2022-02-07,Galaxy 4,Samsung,android,2.0,837.0,83.67
135246873211520,2022-12-13,Galaxy 5,Samsung,android,2.0,898.0,85.58
135246873211568,2022-10-04,Galaxy 5,Samsung,android,3.0,954.0,87.54
135246873211616,2022-02-08,Galaxy 4,Samsung,android,1.9647733194372068,1316.0,45.94
135246873211664,2022-07-03,Pixel 4,Google,android,2.0,1088.0,89.14
135246873211712,2022-07-02,Galaxy 5,Samsung,android,3.0,947.95896211052,74.80247638692869
135246873211760,2022-06-22,Galaxy 5,Samsung,android,2.0,799.0,61.84
135246873211808,2022-06-05,Pixel 6,Google,android,2.0,470.0,72.51
135246873211856,2022-11-06,Galaxy 4,Samsung,android,2.0,1088.0,83.8
135246873211904,2022-07-16,Pixel 5,Google,android,3.0,1270.0,59.03
135246873211952,2022-06-24,Pixel 4,Google,android,3.0,569.0,78.48
135246873212000,2022-04-22,Galaxy 4,Samsung,android,1.9647733194372068,960.0,86.27
135246873212048,2022-10-14,Galaxy 6,Samsung,android,3.0,748.0,60.57
135246873212096,,Galaxy 4,Samsung,android,1.0,1182.0,73.64
135246873212144,2022-11-16,Pixel 5,Google,android,2.0,549.0,72.91
135246873212192,2022-07-14,Galaxy 4,Samsung,android,2.0,474.0,87.66
135246873212240,2022-04-14,Galaxy 5,Samsung,android,1.0,712.0,88.88
135246873212288,2022-08-24,Galaxy 5,Samsung,android,1.0,954.0,78.47
135246873212336,2022-05-03,Pixel 4,Google,android,3.0,947.95896211052,74.80247638692869
135246873212384,2022-06-10,Galaxy 4,Samsung,android,2.0,687.0,63.96
135246873212432,2022-06-26,Galaxy 5,Samsung,android,2.0,596.0,82.5
135246873212480,2022-08-05,Galaxy 4,Samsung,android,1.0,1490.0,88.24
135246873212528,2022-10-04,Galaxy 6,Samsung,android,1.0,1259.0,67.96
135246873212576,2022-08-06,Pixel 5,Google,android,3.0,710.0,60.17
135246873212624,2022-07-04,Pixel 5,Google,android,1.0,552.0,77.9
135246873212672,2022-08-04,Pixel 4,Google,android,2.0,1186.0,78.43
135246873212720,2022-04-26,Pixel 5,Google,android,3.0,1031.0,74.29
135246873212768,2022-08-16,Pixel 5,Google,android,1.0,1163.0,61.06
135246873212816,2022-03-21,Galaxy 5,Samsung,android,2.0,1455.0,77.39
135246873212864,2022-09-11,Galaxy 4,Samsung,android,2.0,543.0,36.91
135246873212912,2022-07-20,Galaxy 4,Samsung,android,2.0,947.95896211052,74.80247638692869
135246873212960,2022-09-05,Galaxy 5,Samsung,android,1.0,953.0,64.56
135246873213008,,Galaxy 4,Samsung,android,2.0,631.0,81.38
135246873213056,2022-03-17,Galaxy 4,Samsung,android,2.0,782.0,86.63
135246873213104,2022-04-22,Galaxy 4,Samsung,android,2.0,947.95896211052,74.80247638692869
135246873213152,2022-08-26,Galaxy 5,Samsung,android,2.0,1285.0,69.57
135246873213200,,Galaxy 5,Samsung,android,3.0,637.0,61.49
135246873213248,2022-05-22,Galaxy 4,Samsung,android,2.0,602.0,89.14
135246873213296,2022-03-22,Galaxy 4,Samsung,android,2.0,947.95896211052,74.80247638692869
135246873213344,2022-06-30,Galaxy 5,Samsung,android,2.0,1237.0,51.05
135246873213392,2022-07-16,Galaxy 4,Samsung,android,1.0,620.0,83.03
135246873213440,2022-09-20,Pixel 6,Google,android,3.0,836.0,72.94
135246873213488,2022-06-10,Galaxy 4,Samsung,android,3.0,903.0,89.21
135246873213536,2022-10-04,Galaxy 5,Samsung,android,3.0,1332.0,60.06
135246873213584,2022-05-13,Galaxy 6,Samsung,android,2.0,778.0,77.92
135246873213632,2022-08-21,Galaxy 5,Samsung,android,1.0,951.0,78.22
135246873213680,2022-02-21,Galaxy 4,Samsung,android,2.0,1106.0,67.75
135246873213728,2022-09-22,Galaxy 5,Samsung,android,1.0,1373.0,76.58
135246873213776,2022-09-14,Galaxy 4,Samsung,android,2.0,882.0,86.43
135246873213824,2022-03-04,Pixel 4,Google,android,3.0,947.95896211052,74.80247638692869
135246873213872,2022-05-16,Pixel 4,Google,android,2.0,965.0,85.9
135246873213920,2022-05-12,Galaxy 5,Samsung,android,2.0,722.0,70.24
135246873213968,2022-09-05,Galaxy 5,Samsung,android,2.0,881.0,79.53
135246873214016,2022-05-11,Galaxy 4,Samsung,android,2.0,856.0,78.36
135246873214064,2022-05-03,Galaxy 5,Samsung,android,1.0,453.0,87.03
135246873214112,2022-05-23,Galaxy 4,Samsung,android,2.0,792.0,83.01
135246873214160,2022-05-05,Pixel 5,Google,android,3.0,1279.0,73.79
135246873214208,2022-05-20,Galaxy 4,Samsung,android,3.0,1041.0,76.41
135246873214256,2022-06-09,Galaxy 4,Samsung,android,2.0,1351.0,80.91
135246873214304,2022-06-12,Galaxy 4,Samsung,android,2.0,575.0,85.77
135246873214352,2022-03-27,Galaxy 4,Samsung,android,3.0,1395.0,87.45
135246873214400,2022-05-23,Galaxy 4,Samsung,android,1.0,629.0,53.15
135246873214448,2022-06-19,Pixel 5,Google,android,2.0,1314.0,61.37
135246873214496,2022-05-27,Galaxy 5,Samsung,android,1.0,1117.0,45.41
135246873214544,2022-06-16,Galaxy 5,Samsung,android,3.0,1129.0,87.44
135246873214592,2022-04-07,Pixel 4,Google,android,1.0,1135.0,78.34
135246873214640,,Galaxy 4,Samsung,android,1.0,718.0,75.34
135246873214688,2022-05-23,Pixel 6,Google,android,2.0,816.0,74.97
135246873214736,2022-02-06,Pixel 4,Google,android,3.0,947.95896211052,74.80247638692869
135246873214784,2022-09-22,Pixel 4,Google,android,4.0,620.0,85.33
135246873214832,2022-09-28,Pixel 4,Google,android,2.0,729.0,82.24
135246873214880,2022-09-10,Pixel 4,Google,android,4.0,1326.0,83.21
135246873214928,2022-11-16,Galaxy 4,Samsung,android,2.0,874.0,82.43
135247797645904,2022-04-06,Pixel 4,Google,android,2.0,1012.0,76.39
135247797648640,2022-07-19,Galaxy 4,Samsung,android,4.0,947.0,39.72
135247797644656,2022-06-07,Galaxy 5,Samsung,android,2.0,885.0,77.86
135247797644608,2022-06-09,Galaxy 5,Samsung,android,1.0,1123.0,52.02
135247797642688,2022-08-10,Galaxy 6,Samsung,android,1.0,774.0,81.41
135247797634672,2022-05-25,Galaxy 4,Samsung,android,2.0,488.0,70.25
135247797644512,2022-03-15,Galaxy 4,Samsung,android,5.0,942.0,84.86
135247797635248,2022-01-19,Pixel 4,Google,android,2.0,573.0,85.41
135247797635536,2022-06-11,Galaxy 4,Samsung,android,2.0,861.0,82.9
135247797642592,2022-01-25,Pixel 4,Google,android,2.0,1079.0,73.75
135247797647680,2022-03-22,Galaxy 5,Samsung,android,1.0,1299.0,78.45
135247797644752,2022-10-21,Galaxy 4,Samsung,android,2.0,1415.0,70.77
135247797634432,2022-05-06,Galaxy 5,Samsung,android,1.0,1129.0,56.7
135247797645376,2022-09-13,Pixel 4,Google,android,2.0,1303.0,88.17
135247797634528,2022-03-04,Galaxy 5,Samsung,android,1.0,829.0,87.15
135247797644896,2022-05-21,Galaxy 5,Samsung,android,1.9647733194372068,947.95896211052,74.80247638692869
135247797645040,2022-10-01,Galaxy 5,Samsung,android,2.0,1135.0,52.35
135247797636304,2022-06-10,Pixel 4,Google,android,2.0,1239.0,85.28
135247797641728,2022-07-15,Galaxy 5,Samsung,android,2.0,1278.0,69.81
135247797647200,2022-03-30,Galaxy 5,Samsung,android,2.0,978.0,81.32
135247797646432,2022-05-12,Galaxy 6,Samsung,android,1.0,964.0,79.34
135247797642640,2022-10-21,Galaxy 4,Samsung,android,1.0,1040.0,81.83
135247797646768,2022-09-28,Galaxy 4,Samsung,android,2.0,742.0,88.2
135247797636352,2022-08-13,Galaxy 4,Samsung,android,2.0,1423.0,74.89
135247797646672,2022-11-10,Pixel 4,Google,android,1.0,853.0,62.15
135247797638224,2022-07-06,Galaxy 4,Samsung,android,1.0,718.0,75.22
135247797642016,2022-07-01,Pixel 5,Google,android,1.0,1115.0,64.64
